edge_rank_by_mandate_similarity,IGO_A,IGO_B,mandate_similarity,relational_similarity,delta_incongruence,positive_incongruence,high_incongruence,q90_mandate_threshold,retention_rule,edge_weight_for_chord
30,UNDP,IOM,0.8609315751499091,0.7885410513880686,0.0723905237618405,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8609315751499091
31,IMF,UNWTO,0.8534850298466834,0.8082613919429035,0.0452236379037799,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8534850298466834
32,IOC,WMO,0.8495780662795333,0.8073153033255536,0.0422627629539796,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8495780662795333
33,UNFCCC,UNGC,0.8471045142422341,0.7067084049029869,0.1403961093392471,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8471045142422341
34,UN DOALOS,UNGC,0.8462701354862365,0.5231824253080178,0.3230877101782187,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8462701354862365
35,FAO,ILO,0.8461184454422553,0.7142878809512618,0.1318305644909935,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8461184454422553
36,UNEP,CMS,0.8460689611152463,0.5968452808222928,0.2492236802929535,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8460689611152463
37,UN DOALOS,IPBES,0.8451510769082453,0.7516385423711992,0.0935125345370461,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8451510769082453
38,UNIDO,WBG,0.8401008810999567,0.6431195890685817,0.196981292031375,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8401008810999567
39,UN DOALOS,CBD,0.8388436966652022,0.5152763505657089,0.3235673460994933,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8388436966652022
40,WMO,IHO,0.8373163073136545,0.9420497435452668,-0.1047334362316124,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8373163073136545
41,UN DOALOS,UNFCCC,0.8337315375977856,0.3807885810156012,0.4529429565821843,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8337315375977856
42,UNICEF,UNHCR/OHCHR,0.8333333333333334,0.7449711023479876,0.0883622309853457,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8333333333333334
43,FAO,UNGC,0.8320125688320906,0.6794209193457228,0.1525916494863678,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8320125688320906
44,UNEP,WTO,0.828464524223178,0.7128679846793797,0.1155965395437982,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.828464524223178
45,UNIDO,UNWTO,0.8260118485188171,0.8074947529478936,0.0185170955709235,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8260118485188171
46,IOC,IHO,0.8245758696780077,0.8458310143476363,-0.0212551446696286,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8245758696780077
47,UN-Habitat,UNCCD,0.8221610266600304,0.7123203014929846,0.1098407251670458,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8221610266600304
48,UNIDO,OECD,0.8210509651027859,0.5411151421248427,0.2799358229779431,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8210509651027859
49,IMF,CITES,0.8210509651027859,0.5417900633648145,0.2792609017379713,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8210509651027859
50,UNEP,BRS,0.8186448409302415,0.5783896587248133,0.2402551822054281,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8186448409302415
51,UNFPA,UNU,0.8172694126965067,0.7177249240529795,0.0995444886435271,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8172694126965067
52,WMO,IMF,0.8137933928268778,0.7638109438320206,0.0499824489948571,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8137933928268778
53,UNFCCC,CBD,0.8128464544953645,0.8157820712654453,-0.0029356167700808,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8128464544953645
54,IMF,IOM,0.8126751106067478,0.6952359133026764,0.1174391973040713,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8126751106067478
55,WTO,IOM,0.8120711279152595,0.8495649473128072,-0.0374938193975477,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8120711279152595
56,WHO,UNRISD,0.8114822249196494,0.8478366179672562,-0.0363543930476067,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8114822249196494
57,WMO,WTO,0.8108042048111952,0.8874781043527545,-0.0766738995415593,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8108042048111952
58,UNEP,IMF,0.8105705964837645,0.7802157031580034,0.0303548933257611,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8105705964837645
59,IOM,UNWTO,0.8085797058000863,0.8092014126661001,-0.0006217068660138,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8085797058000863
60,UNFCCC,ILO,0.8081660621992381,0.8795544769733733,-0.0713884147741351,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8081660621992381
61,ILO,IAEA,0.8057983808820107,0.7126471336310162,0.0931512472509945,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8057983808820107
62,FAO,IAEA,0.805795721585177,0.8048022214459727,0.0009935001392042,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.805795721585177
63,WTO,CITES,0.8055964759548394,0.749300969397669,0.0562955065571704,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8055964759548394
64,UN-Habitat,UNU,0.8052074320988976,0.6752573199698395,0.129950112129058,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8052074320988976
65,ICES,CMS,0.8046841507193939,0.6974263135988994,0.1072578371204945,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8046841507193939
66,IAEA,WMO,0.8023788887976295,0.931964690751868,-0.1295858019542385,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.8023788887976295
67,UNEP,WBG,0.7982288596710019,0.6080923424070785,0.1901365172639233,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7982288596710019
68,CMS,Ramsar,0.7938631434385325,0.6699806408852986,0.1238825025532338,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7938631434385325
69,ICES,CITES,0.7918643833907532,0.7106099647904084,0.0812544186003447,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7918643833907532
70,FAO,WMO,0.7904368128223686,0.7923640254603034,-0.0019272126379348,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7904368128223686
71,CITES,CMS,0.7890959887749485,0.8295762947844122,-0.0404803060094637,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7890959887749485
72,UNRISD,UNU,0.7888106377466155,0.6559208752461375,0.132889762500478,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7888106377466155
73,IOC,FAO,0.7871044560376652,0.8987360550098078,-0.1116315989721425,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7871044560376652
74,IOC,UNEP,0.7860296160344898,0.8688942086171584,-0.0828645925826685,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7860296160344898
75,UNEP,UNDP,0.784619868227137,0.747152578898324,0.037467289328813,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.784619868227137
76,UNIDO,WMO,0.7836897546330372,0.6548523370505251,0.1288374175825121,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7836897546330372
77,IMO,WMO,0.7830232927582982,0.8815409264032015,-0.0985176336449032,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7830232927582982
78,UNDP,BRS,0.7789149017296355,0.6542286738679098,0.1246862278617256,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7789149017296355
79,UNFPA,UNCCD,0.7774630169639036,0.7706026735625728,0.0068603434013307,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7774630169639036
80,WBG,BRS,0.7762844929580103,0.5098563655924829,0.2664281273655273,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7762844929580103
81,UNEP,IOM,0.7754285666868153,0.7928270522433857,-0.0173984855565704,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7754285666868153
82,UNEP,UN-Habitat,0.7744509474693875,0.6552808704300486,0.1191700770393389,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7744509474693875
83,UN DOALOS,IHO,0.772614025266731,0.7869181820468648,-0.0143041567801338,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.772614025266731
84,IHO,IPBES,0.7711897644900194,0.7688091141056351,0.0023806503843842,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7711897644900194
85,UNFCCC,IHO,0.77115187691352,0.7358884295597886,0.0352634473537314,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.77115187691352
86,FAO,IMO,0.7676442247978623,0.8843912676645296,-0.1167470428666672,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7676442247978623
87,BRS,CMS,0.7665887033949113,0.6781298889095516,0.0884588144853596,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7665887033949113
88,UNRISD,UNCCD,0.7643261927183838,0.8084763152094452,-0.0441501224910614,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7643261927183838
89,ILO,IHO,0.7633667351087496,0.6681878333174495,0.0951789017913001,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7633667351087496
90,UNWTO,BRS,0.7632657022870631,0.5767995670691138,0.1864661352179493,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7632657022870631
91,WHO,IFAD,0.7619047619047621,0.7612951493338079,0.0006096125709541,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7619047619047621
92,UNIDO,UNDRR,0.7589445678656308,0.7729057112544898,-0.013961143388859,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7589445678656308
93,UNHCR/OHCHR,UNRISD,0.756978119245116,0.8049327340126393,-0.0479546147675232,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.756978119245116
94,UNDP,WBG,0.7549733592582015,0.8917975329487148,-0.1368241736905132,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7549733592582015
95,UNIDO,IOM,0.7547636333491409,0.7646973216881836,-0.0099336883390427,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7547636333491409
96,UNICEF,UNFPA,0.7537783614444092,0.8857722439843705,-0.1319938825399612,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7537783614444092
97,ILO,WMO,0.7510756211278538,0.6536008902271722,0.0974747309006816,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7510756211278538
98,UNGC,IHO,0.7506404353433307,0.7409683597943602,0.0096720755489705,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7506404353433307
99,UNIDO,UN-Habitat,0.7483415020904145,0.6878167151173114,0.0605247869731031,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7483415020904145
100,UN DOALOS,ILO,0.7440489884925762,0.3964912683472811,0.347557720145295,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7440489884925762
101,IOC,IPBES,0.7415400941453708,0.8113657017214456,-0.0698256075760748,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7415400941453708
102,UN-Habitat,UNOOSA,0.739630254652137,0.7302349600737522,0.0093952945783848,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.739630254652137
103,UNOPS,UNU,0.7396002616336388,0.7349142930664283,0.0046859685672104,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7396002616336388
104,UNCTAD,OECD,0.7393589270873273,0.6277562641350914,0.1116026629522358,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7393589270873273
105,IOC,IMO,0.738656645110694,0.884096217746619,-0.145439572635925,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.738656645110694
106,UNGC,WMO,0.7385542299519472,0.7572910505072789,-0.0187368205553316,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7385542299519472
107,UNIDO,UNOOSA,0.7379946876771946,0.750856607654072,-0.0128619199768774,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7379946876771946
108,IOM,BRS,0.7376007226055025,0.679534919337753,0.0580658032677494,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7376007226055025
109,OECD,ITC,0.7372741791198201,0.7292848018489725,0.0079893772708475,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7372741791198201
110,WMO,OECD,0.7364153853659333,0.6497920222505057,0.0866233631154276,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7364153853659333
111,UNFCCC,WMO,0.7353632271929232,0.6804205233374154,0.0549427038555078,True,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7353632271929232
112,UNIDO,BRS,0.7352555907897259,0.593194474909484,0.1420611158802419,True,True,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7352555907897259
113,WTO,BRS,0.7347091465282234,0.7977786540227044,-0.063069507494481,False,False,0.7344338929695332,mandate_similarity >= q90_mandate_similarity,0.7347091465282234
