relative_path,stage,file_role,format,size_bytes,sha256,release_status,notes
02_document_corpus/data/processed/ch04_s2_document_manifest_58.csv,02_document_corpus,derived_output,csv,21325,b8c70328c319182fd7c6fca8a83def0e9bdb86c399fed4e5cc75e75dbd542f5a,supporting,
02_document_corpus/data/processed/ch04_s2_executable_document_manifest.csv,02_document_corpus,derived_output,csv,17886,67eae1489342fb5192dee128f49991e63a893a87c7209cf1661297f63c4951ac,supporting,
02_document_corpus/data/processed/ch04_s2_igo_document_coverage.csv,02_document_corpus,derived_output,csv,3076,0443f06a48d751943ab855f54e47aedd8bc94e1bbcf8cb5517573961d117895f,supporting,
02_document_corpus/data/processed/ch04_s2_public_source_register_58.csv,02_document_corpus,canonical_public_provenance,csv,29618,83bbed31b2217be5666208acfeb93e39fd370749e057cbf2e7fca10e099915fb,public,
02_document_corpus/data/raw/igo_documents/SOURCE_DOCUMENTS_NOT_INCLUDED.md,02_document_corpus,documentation,md,1450,683086411879699db31e036d73e5b476d30dcd88c401fba3c046902c5e4a94d9,public_notice,
02_document_corpus/documentation/README.md,02_document_corpus,documentation,md,1214,7b996f3664c01c2c558cb014ea31db50a3bda544f263dfe78bb1a67f3553452a,supporting,
02_document_corpus/environment/environment.yml,02_document_corpus,supporting_file,yml,140,ca5a9e092217d4ed36b9dff30031222b8e8129f6d5c45a8721398d54a16a8865,supporting,
02_document_corpus/environment/pip_freeze.txt,02_document_corpus,supporting_file,txt,7606,eed14b3f6d671ec8a2a82d632d855dfd50e2f570d5a7b933f30738a3e261dd07,supporting,
02_document_corpus/environment/requirements.lock.txt,02_document_corpus,supporting_file,txt,141,d92449ff0d15641c0eceae1727ac88052e25f118f2155c6e0442ee559dc95b66,supporting,
02_document_corpus/environment/requirements.txt,02_document_corpus,supporting_file,txt,141,d92449ff0d15641c0eceae1727ac88052e25f118f2155c6e0442ee559dc95b66,supporting,
03_attribute_coding_clean_review/code/generate_candidate_review_queue.py,03_attribute_coding_clean_review,executable_code,py,3994,fd7dfc7d8b5d611cc6ac7992711c92c2040ddc584061a1b9b8d4e46684f0265f,supporting,
03_attribute_coding_clean_review/code/rebuild_step3_bundle.py,03_attribute_coding_clean_review,executable_code,py,3423,754854c01e7a2e92a1c8805159b964fef4f64e7f32f2eac663d7b049f430027c,supporting,
03_attribute_coding_clean_review/code/validate_step3_outputs.py,03_attribute_coding_clean_review,executable_code,py,1248,4517116eb6cb927f42cb4bb8aff5e8e8d8b93875a6287434f97e6dd64e0e3549,supporting,
03_attribute_coding_clean_review/config/ch04_s3_attribute_indicator_keyword_matrix.csv,03_attribute_coding_clean_review,supporting_file,csv,2490,c882367312af0ac28a06bd156b01be11a6753206df490f5b478378eacc77af32,supporting,
03_attribute_coding_clean_review/data/ch04_s3_candidate_review_index_public_3636.csv,03_attribute_coding_clean_review,public_metadata_index,csv,3559080,df501d9dda2a6ad7ef5e785ad1eeccbd4013c541feee2b8cdda15222f501e046,public,
03_attribute_coding_clean_review/data/ch04_s3_decision_log_public_3676.csv,03_attribute_coding_clean_review,data_or_output,csv,4380646,b90c5629787cfbb92e22ac3d8d2695316e1656ec60d7d18244f9c1a20899a531,public,
03_attribute_coding_clean_review/data/ch04_s3_traceability_index_public_3074.csv,03_attribute_coding_clean_review,public_metadata_index,csv,3833344,55b4ae335f2d173904d5d476264dee0bc589ea3c19c89709befcc7a29c6ae14f,public,
03_attribute_coding_clean_review/data/README_PUBLIC_SAFE.md,03_attribute_coding_clean_review,documentation,md,817,888d9de506d91c277037c814f6c2a61a8886f0664d542ab4853aef4d7baec4d3,public,
03_attribute_coding_clean_review/documentation/README.md,03_attribute_coding_clean_review,documentation,md,1128,a80422588af935c3f3c56fbd72bbd386eb20ed0e69618e5f8953e6308abb6a74,supporting,
03_attribute_coding_clean_review/environment/requirements.txt,03_attribute_coding_clean_review,supporting_file,txt,143,068b629b293ebe69a2799feabf2bcdf61fd861f2f376b2d77e71c9126664d975,supporting,
03_attribute_coding_clean_review/outputs/ch04_s3_run_log.csv,03_attribute_coding_clean_review,derived_output,csv,565,6c2f284dafaa8fd83bbd617519f4728d3f991894ebd680c6eb2cff524cd79a31,supporting,
03_attribute_coding_clean_review/outputs/figures/ch04_s3_action_counts_by_attribute.png,03_attribute_coding_clean_review,derived_output,png,54493,2296a0f57b6f4783321b39d16c1f0ae701e419fe367282e1c055e7dda3894819,supporting,
03_attribute_coding_clean_review/outputs/figures/ch04_s3_tfidf_score_distribution.png,03_attribute_coding_clean_review,derived_output,png,44514,345d59016c02f18cb30d04b7320a79a7b8aeda6389219f764f56e137bf17b3b6,supporting,
03_attribute_coding_clean_review/outputs/tables/ch04_s3_action_breakdown_by_retrieval_set.csv,03_attribute_coding_clean_review,derived_output,csv,77,6027479c7d83922652e15833accce90fc70f91129894faa1d7ff42fec487a5ae,supporting,
03_attribute_coding_clean_review/outputs/tables/ch04_s3_attribute_coverage_rates.csv,03_attribute_coding_clean_review,derived_output,csv,194,26dfbd01b38a0c6505a383615ebff782fe498a8aa1f98486f73e3e7fda395a14,supporting,
03_attribute_coding_clean_review/outputs/tables/ch04_s3_coverage_by_igo_attribute.csv,03_attribute_coding_clean_review,derived_output,csv,3524,bcb316d3164c8c142d043066efeaf5b9c6ae703df4b0a061df1d15217ea9a899,supporting,
03_attribute_coding_clean_review/outputs/tables/ch04_s3_data_dictionary.csv,03_attribute_coding_clean_review,derived_output,csv,7385,e3564f774266920d7d5e296d5bb4139d3fcaaa1ceeafc3dcebdf9e887a098060,supporting,
03_attribute_coding_clean_review/outputs/tables/ch04_s3_summary_statistics.csv,03_attribute_coding_clean_review,canonical_data,csv,94,7ab81c784fe03457030eed316ab42dbd4ef4854051fcbc95ce9ca20de8b51164,supporting,
04_attribute_matrix_integration/code/step4_integrate.py,04_attribute_matrix_integration,executable_code,py,9854,c41916b2142c447d7aef4e0756264fdc21cea1ca0a00f214ff0479fe35e172de,supporting,
04_attribute_matrix_integration/config/ch04_s4_schema_and_source_hierarchy.json,04_attribute_matrix_integration,supporting_file,json,1092,4ab9a19f4617a983e99c545e8f07bade66910135444678e4676f23a7ecc180d8,supporting,
04_attribute_matrix_integration/data/ch04_s4_baseline_attribute_matrix_long_480.csv,04_attribute_matrix_integration,canonical_data,csv,885123,5d45501f30f06110ba7f4cd81dc22d47ca2f34aad9311c833fcaace9fa766295,supporting,
04_attribute_matrix_integration/data/ch04_s4_baseline_attribute_matrix_wide_48x10.csv,04_attribute_matrix_integration,canonical_data,csv,677890,b746aa99112ccff26bd7f94adefe23ada7064ce9e9e976fe383a5f9c3479bb58,canonical,
04_attribute_matrix_integration/data/ch04_s4_orphan_evidence.csv,04_attribute_matrix_integration,canonical_data,csv,529,59704d5c1da402429cfa7a814bef79181d30588e027bffc7d27c829f6271b277,supporting,
04_attribute_matrix_integration/documentation/README.md,04_attribute_matrix_integration,documentation,md,1008,db00e92bf0aecb909169a72277528738bf486b6068e17a061634a31f280dc1d3,supporting,
04_attribute_matrix_integration/environment/requirements.txt,04_attribute_matrix_integration,supporting_file,txt,127,eb1852bef63d65dd1b2c1f4f6eb0527cadae9e72b2c680cf106b861156de1cde,supporting,
04_attribute_matrix_integration/outputs/ch04_s4_coverage_missingness.csv,04_attribute_matrix_integration,canonical_data,csv,34070,da42fd2d76c939833169587b24e8aad443fda2f103dfdf4ddb33a97e67125a45,supporting,
04_attribute_matrix_integration/outputs/ch04_s4_data_dictionary.csv,04_attribute_matrix_integration,canonical_data,csv,2744,febd479efc0e2e337e37879f6d1b78b64cad06d04004f7a64f0be140bf1fb929,supporting,
04_attribute_matrix_integration/outputs/ch04_s4_data_integration_bundle.xlsx,04_attribute_matrix_integration,canonical_data,xlsx,304577,81a6c8c4a94d20a996950475b6f75e94c6fd26133eda1211645d3848f8ab1049,supporting,
04_attribute_matrix_integration/outputs/ch04_s4_evidence_volume_by_attribute.png,04_attribute_matrix_integration,canonical_data,png,48070,7455fc34a2fd0b4a6ea268759c77838763e9e2415331d6e736ac0bf13b40bb2f,supporting,
04_attribute_matrix_integration/outputs/ch04_s4_integrity_checks.csv,04_attribute_matrix_integration,canonical_data,csv,1165,7e00305803a5b7ff06f0390442ca850f78ccb03058975741f83fdfdb58167708,supporting,
04_attribute_matrix_integration/outputs/ch04_s4_run_log.csv,04_attribute_matrix_integration,canonical_data,csv,406,5c0e58c0b0f68f9f35bb775d3f001d0b9c9b5375206365cc7ce9bc637402c677,supporting,
04_attribute_matrix_integration/outputs/ch04_s4_validation_summary.csv,04_attribute_matrix_integration,canonical_data,csv,679,27c64eb4ea6d0d971b42f75946b3fb52b2bf9772e5155269851db65c1d7ca29f,supporting,
05_category_schema/config/ch04_s5_category_schema_source_original.csv,05_category_schema,supporting_file,csv,14177,7fbda2278d3d5b010524d2be8716382edf183681ef0db0c975ad3a4f84764c69,supporting,
05_category_schema/config/ch04_s5_field_dictionary_source_original.csv,05_category_schema,supporting_file,csv,5176,10cdf2e4feffe6d8c96c96a5d3125e77e5e8ea99034c5e0a6b49db081ab8b100,supporting,
05_category_schema/data/ch04_s5_category_activation_matrix_48x80.csv,05_category_schema,canonical_data,csv,14528,512814e5b097330fd33073bddcc30292de37d4c8cd0977ddc11dde2266aa3b0f,canonical,
05_category_schema/data/ch04_s5_category_schema_80_reconciled.csv,05_category_schema,derived_output,csv,19959,b97990aef81bf25e159c75413bd1b74661d783a1cef3267b7a721d4dc6174659,canonical,
05_category_schema/documentation/ch03_attribute_category_identification_v1.0.docx,05_category_schema,supporting_file,docx,69119,bf7108b7ed225556349d47a12f9c2039016d15e702df04e53971ce0587fce175,supporting,
05_category_schema/documentation/README.md,05_category_schema,documentation,md,1262,29ead9b0e6e3f437ae40a449eb437018cea0cb6cc5b17916330ad6e5784f4cd0,supporting,
06_scoring_and_normalisation/code/_targets.R,06_scoring_and_normalisation,executable_code,r,1402,03af9c67cffdbce6b25eb994e1025e0b1649c521c23352c995325b6a8e603b44,supporting,
06_scoring_and_normalisation/code/pipeline/00_project_options.R,06_scoring_and_normalisation,executable_code,r,1027,7f614c73062e1f96d00b2129bafa0e26450db318574bdd95193ffae67c023517,supporting,
06_scoring_and_normalisation/code/pipeline/01_build_historical_context.R,06_scoring_and_normalisation,executable_code,r,2814,b6861c3692e1547565f5ef1824980f47ad33d4d558a4e7b99bbd8b045185500d,supporting,
06_scoring_and_normalisation/code/pipeline/02_build_stageA_raw_only_tables.R,06_scoring_and_normalisation,executable_code,r,5084,4e2b328bb0a0c8202157ca597a59754fec32a18b45380a81a8c34523ec19d9d1,supporting,
06_scoring_and_normalisation/code/pipeline/02_export_family_csvs_from_full_normalised.R,06_scoring_and_normalisation,executable_code,r,2459,340ac444e8a7304c0c417df80e93977bbc1337bfe3ce56242a59ab6276eba7e1,supporting,
06_scoring_and_normalisation/code/pipeline/03_build_master_matrix.R,06_scoring_and_normalisation,executable_code,r,877,1790205842f6c50f20cd1f71a9b744d85e8f72de562176f1f1d2a725578e84a1,supporting,
06_scoring_and_normalisation/code/pipeline/03_build_stageB_full_normalised_tables.R,06_scoring_and_normalisation,executable_code,r,5753,c522ad87972906bca444b7a25634dcf043ecac40fc4b034e59e259cdd69b7abe,supporting,
06_scoring_and_normalisation/code/pipeline/04_build_master_matrix.R,06_scoring_and_normalisation,executable_code,r,1092,e6a17892bb179e32cab962ae7d8d7bb4fada66fe603af1900250fb085df0d624,supporting,
06_scoring_and_normalisation/code/pipeline/04_render_reports.R,06_scoring_and_normalisation,executable_code,r,1066,b7c3165c83d6fcb62a391875c2e5c512e1e2b67090ae2a29cd9a020e4f67c5e9,supporting,
06_scoring_and_normalisation/code/pipeline/05_make_figures.R,06_scoring_and_normalisation,executable_code,r,2929,798314638d2364cc3ce566d5f33a5a1a2e860c7d685460652307f84748c43520,supporting,
06_scoring_and_normalisation/code/pipeline/06_make_dictionaries_and_codebook.R,06_scoring_and_normalisation,executable_code,r,4563,c14cd602c70404e70860908f9571134e52bfb5516ed9bcb1390c6c1fcb2ec42f,supporting,
06_scoring_and_normalisation/code/pipeline/90_verify_against_reference.R,06_scoring_and_normalisation,executable_code,r,1654,79f16b7e0feb2d37603f8cf8f1800b8d1c94303d9dec6e086f02fce0c3a2a988,supporting,
06_scoring_and_normalisation/code/pipeline/98_verify_against_reference.R,06_scoring_and_normalisation,executable_code,r,1823,ea00aab421dcb88b69dcbdb5ffe5fb1ec4b7f4f90b6489ba2b828697fa1681aa,supporting,
06_scoring_and_normalisation/code/pipeline/99_finalize_repro.R,06_scoring_and_normalisation,executable_code,r,928,758ce4d70e4cfd7e84f47ce1f6cef38e152711d52d6f78a9edb1cc75298cfeaf,supporting,
06_scoring_and_normalisation/code/pipeline/run_all.R,06_scoring_and_normalisation,executable_code,r,932,5a2efd494438e9114c114ef10de47e2d65f00c5d6f905a89e2e5680de73b49c3,supporting,
06_scoring_and_normalisation/code/R/utils.R,06_scoring_and_normalisation,executable_code,r,11265,bd4996a7a017c11c58c522d2cdd24899213f48fe495f5e171e8a0d1f992db607,supporting,
06_scoring_and_normalisation/config/category_schema.csv,06_scoring_and_normalisation,supporting_file,csv,19959,b97990aef81bf25e159c75413bd1b74661d783a1cef3267b7a721d4dc6174659,supporting,
06_scoring_and_normalisation/config/category_schema_source_original.csv,06_scoring_and_normalisation,supporting_file,csv,14177,7fbda2278d3d5b010524d2be8716382edf183681ef0db0c975ad3a4f84764c69,supporting,
06_scoring_and_normalisation/config/field_dictionary.csv,06_scoring_and_normalisation,supporting_file,csv,5176,10cdf2e4feffe6d8c96c96a5d3125e77e5e8ea99034c5e0a6b49db081ab8b100,supporting,
06_scoring_and_normalisation/data/raw/ch04_s6_raw_year_of_establishment.csv,06_scoring_and_normalisation,derived_output,csv,2736,f04f18e8678555d3a37eaa6b57a501c453822d672a4fa123f92268e05cf10a96,supporting,
06_scoring_and_normalisation/data/raw/ch04_s6_raw_year_of_establishment_with_context.xlsx,06_scoring_and_normalisation,derived_output,xlsx,11477,33bc24b3f3457affef54d0563132e343b5195e34b3a8eaf949c7ab0cf7229190,supporting,
06_scoring_and_normalisation/data/README_PUBLIC_SAFE.md,06_scoring_and_normalisation,documentation,md,909,4f01bad7a71b5f08503b6771374467aefe4adfd2069ede5fcf50cfb8558edec5,public,
06_scoring_and_normalisation/documentation/ch04_s6_clean_review_method_notes.md,06_scoring_and_normalisation,documentation,md,1391,d4384cd3a4ae634d0f512fc24ccfef9babdf6baece4311a05941a70f47bcba4b,supporting,
06_scoring_and_normalisation/documentation/README.md,06_scoring_and_normalisation,documentation,md,1196,3ca5fc2febae31c546cd2987ba5d32b2e3996edef2e90ae698262d52cee6298e,supporting,
06_scoring_and_normalisation/environment/install_packages.R,06_scoring_and_normalisation,executable_code,r,390,323480b99e8c92136006856872239e979e18a0f64ad41791ae1e0427dba08f78,supporting,
06_scoring_and_normalisation/environment/README.md,06_scoring_and_normalisation,documentation,md,821,6ab9d312653620af39642a08653f9acd5d4c19a7077954e01fb963ef66484ba8,supporting,
06_scoring_and_normalisation/environment/required_packages.csv,06_scoring_and_normalisation,supporting_file,csv,1362,649ad1c5f326fd133f08b193b580d73c52c50b78e3e7e6c6e0d99a19b137b311,supporting,
06_scoring_and_normalisation/outputs/ch04_s6_across_igo_matrix_48x80.csv,06_scoring_and_normalisation,canonical_data,csv,28630,9c20746398d40f0367fd415f8a2edb9045c98f1aaebbf8bb04fb76aa80576f60,canonical,
06_scoring_and_normalisation/outputs/ch04_s6_descriptive_statistics_corrected.csv,06_scoring_and_normalisation,derived_output,csv,1265,4b30531baef2d8d973293ba9de96f8dc8e42868c6f30497e3348463120861502,supporting,
06_scoring_and_normalisation/outputs/ch04_s6_hybrid_score_matrix_48x80.csv,06_scoring_and_normalisation,canonical_data,csv,22224,1a7c9ccd7aafdb3b5bd1da829526cee5981aa31472a319398c74572af6e07dc5,canonical,
06_scoring_and_normalisation/outputs/ch04_s6_scoring_reconciliation_report.csv,06_scoring_and_normalisation,derived_output,csv,1433,8dbf3ae6644402626e77152ee5d14c8c048cafe4a5e34e69909f6f09b33bd9e0,supporting,
06_scoring_and_normalisation/outputs/ch04_s6_within_igo_matrix_48x80.csv,06_scoring_and_normalisation,canonical_data,csv,28343,1eff26621b867f5d58045a31628a3b70439ed34d6e9c240e84edc06a244815be,canonical,
06_scoring_and_normalisation/outputs/family_csvs/ch04_s6_defined_interinstitutional_relationships_matrix_wide_corrected.csv,06_scoring_and_normalisation,canonical_data,csv,9333,af88c9b1cf975fb9204a791fac7711328c1a1f21a25c5ef408f56166d155dfb7,supporting,
06_scoring_and_normalisation/outputs/family_csvs/ch04_s6_defined_objectives_matrix_wide_corrected.csv,06_scoring_and_normalisation,canonical_data,csv,8857,ee8f520f5406d6a0267d6c86911dc983860b063db463d48c62cf977f774ee937,supporting,
06_scoring_and_normalisation/outputs/family_csvs/ch04_s6_horizontal_coordination_matrix_wide_corrected.csv,06_scoring_and_normalisation,canonical_data,csv,7798,b1b66add10ec7182a1660f2b53cf88da7310d907d9687f55febd7fe0d23c5c45,supporting,
06_scoring_and_normalisation/outputs/family_csvs/ch04_s6_sources_of_jurisdiction_matrix_wide_corrected.csv,06_scoring_and_normalisation,canonical_data,csv,8938,923ef7e2c8da58b190b0856f1ac7e553a1c4a639ae8a6023eee6dff908e722f7,supporting,
06_scoring_and_normalisation/outputs/family_csvs/ch04_s6_spatial_jurisdiction_matrix_wide_corrected.csv,06_scoring_and_normalisation,canonical_data,csv,7667,84e32c797840eacfd25daa49ba8eb4eddaa5d3df5aa33334fd55b1ee8442715f,supporting,
06_scoring_and_normalisation/outputs/family_csvs/ch04_s6_strategies_matrix_wide_corrected.csv,06_scoring_and_normalisation,canonical_data,csv,10073,91870d32e9506b902cb3f7754a97155c637560747cbcf97d7981cb3fa44d78fe,supporting,
06_scoring_and_normalisation/outputs/family_csvs/ch04_s6_subject_matter_jurisdiction_matrix_wide_corrected.csv,06_scoring_and_normalisation,canonical_data,csv,9139,4ddf56a7d0c7110c7b1f30424ba87b929c09ba4bb818b7c08fd94764fb2dc497,supporting,
06_scoring_and_normalisation/outputs/family_csvs/ch04_s6_vertical_coordination_matrix_wide_corrected.csv,06_scoring_and_normalisation,canonical_data,csv,9187,ebdf13456da6bcc76fe4a632963c1df02df584fa76c42847043f9e9192f562ad,supporting,
06_scoring_and_normalisation/run_all.R,06_scoring_and_normalisation,executable_code,r,136,90b29c635b4e61fd8c84f8eb4a7ba27d344bad4d399e82fc5bdd33ce261f0cab,supporting,
07_analysis_ready_outputs/ch04_analysis_ready_matrices.xlsx,07_analysis_ready_outputs,supporting_file,xlsx,107880,ea6fdac4f17aadf6b521b15eaadb3319fc8a48eaf6155b8486a54e139de24173,canonical,
07_analysis_ready_outputs/ch04_master_matrix_48x174_corrected.csv,07_analysis_ready_outputs,supporting_file,csv,59517,13d23eb15b3032d5828e4cc59c538b08c1bbc3858cbb48081b2aa857680a3b99,canonical,
07_analysis_ready_outputs/descriptive_summary/build_ch04_descriptive_overview.py,07_analysis_ready_outputs,executable_code,py,1279,fe5637c9962d2ea0c6c4ffdd3d8ade95b7cd2903da75ca1e49b6224ce720f7aa,chapter_result_support,"Derived from canonical corrected matrices; descriptive overview only, not an effectiveness index."
07_analysis_ready_outputs/descriptive_summary/ch04_category_prevalence.csv,07_analysis_ready_outputs,supporting_file,csv,13854,070751ed2e7d7ec2bd941418d7ca7928be558e1343c81dd741bc4b764f90bedd,chapter_result_support,"Derived from canonical corrected matrices; descriptive overview only, not an effectiveness index."
07_analysis_ready_outputs/descriptive_summary/ch04_family_summary.csv,07_analysis_ready_outputs,supporting_file,csv,1020,c9eb3e3d8a490cbbe8053adeb5b097f5f77e770a8cfa4e9706159dede2d2549e,chapter_result_support,"Derived from canonical corrected matrices; descriptive overview only, not an effectiveness index."
07_analysis_ready_outputs/descriptive_summary/ch04_igo_overall_profile_plot.png,07_analysis_ready_outputs,supporting_file,png,735580,4afba318b2e427b01ef18a3383405b49bc55d2ee59718d45ab58c74e9a8197b5,chapter_result_support,"Derived from canonical corrected matrices; descriptive overview only, not an effectiveness index."
07_analysis_ready_outputs/descriptive_summary/ch04_igo_overall_profiles.csv,07_analysis_ready_outputs,supporting_file,csv,11118,64dde771d0cbf9d83ab41b4f5f41b90d7432efb62c0680e06a41706872771842,chapter_result_support,"Derived from canonical corrected matrices; descriptive overview only, not an effectiveness index."
07_analysis_ready_outputs/descriptive_summary/README.md,07_analysis_ready_outputs,documentation,md,1322,2e3c37818484762e40d34c0afa70fe666a1dc0e18a17e0cc7c46098026d88f2b,chapter_result_support,"Derived from canonical corrected matrices; descriptive overview only, not an effectiveness index."
08_documentation/ch04_codebook_source_original.xlsx,08_documentation,supporting_file,xlsx,24721,0c8376a0881549cc3712302844762cbda40afb0a4e3468eda70f226d6a0a7f4d,supporting,
08_documentation/ch04_data_dictionary_master_matrix_source_original.csv,08_documentation,supporting_file,csv,38671,d79f936bdc9f36beef53a028f881b724841f0f43782bb70b4b039fa0ddeba6b6,supporting,
08_documentation/ch04_methodological_pipeline_source_original.docx,08_documentation,supporting_file,docx,2103170,49ce15a65d659d81d9702184b1b821b4b045d1dcceb173ef21b7ca2e215e2478,supporting,
08_documentation/ch04_reproducibility_protocol.md,08_documentation,documentation,md,1435,28e01d8d5d209ba0c5250eadb18ee3fc4f49f28b4700cab209b816f857881d59,supporting,
08_documentation/README.md,08_documentation,documentation,md,825,40e7c4bb7d9af973140264055831de2994d20d714086f38adbefe1a9251ec8d5,supporting,
CHANGELOG.md,root,documentation,md,2971,7a2c4e9e01da650027a540fa59fc96a8074b2950cadd72ddad55a0be2b9df267,supporting,
CITATION.cff,root,documentation,cff,314,3e2d1c82b61f52cbf3e75a3fe24d0b0be7c99493dd7344bc78026f026961b6d3,supporting,
LICENSE.md,root,licence,md,1554,ea552a2c3da7dac02216e5265a81224f157cce422b2c7579a32f840d9b64adeb,public,
PUBLIC_RELEASE_AUDIT.md,root,public_release_audit,md,3058,21da7ecfec7a6aee5b71504a0cecff8a796d62a9f392608df7fa1af8117e4ce8,public,
README.md,root,documentation,md,10497,0e21f74b985fb69289c202603dd5087a8bc6d7a9b43ccd54974250cf63cda6d8,supporting,
RIGHTS_AND_REUSE.md,root,documentation,md,1208,593c95e9798ec728a320f4e7b976534e7c1b3f454315d8f12d1b409c30ed8c07,public,
VALIDATION_STATUS.md,root,documentation,md,3239,2eb8cd28f7e7cfae83c48a52f4b4ee8f421f03898415aac84c39f3a9039d9068,supporting,
VALIDATION_SUMMARY.csv,root,derived_output,csv,2780,7f48eb4a9d3aea6c49348b6165e6a684d303a3c1fc5793121b622f32e5a555db,canonical,
